Sector,Company Name,Company Number,Region,Year Start Date,Year End Date,Number of Weeks,Number of Months,Currency,Consolidated Account,Turnover,Export,Cost of Sales,Gross Profit,Wages and Salaries,Directors Remuneration,Operating Profit,Depreciation,Audit Fees,Interest Expense,Profit Before Tax,Taxation,Profit After Tax,Dividends,Retained Profit,Tangible Assets,Intangible Assets,Total Fixed Assets,Total Current Assets,Trade Debtors,Stock,Cash,Other Current Assets,Increase in Cash,Misc Current Assets,Total Assets,Total Current Liabilities,Trade Creditors,Bank Borrowings Current,Other Short Term Finance,Misc Current Liabilities,Other Long Term Finance,Total Long Term Liabilities,Bank Overdraft and LTL,Total Liabilities,Net Assets,Working Capital,Issued Share Capital,Revenue Reserves,Other Reserves,Revaluation Reserve,Total Shareholders Equity,Net Worth,Net Cash Flow from Operations,Net Cash Flow Before Financing,Net Cash Flow from Financing,Contingent Liabilities,Capital Employed,Capital Employed,Estimated Turnover AI,EBITDA,,Currrent Ratio,ICR,
Digital&Technologies,COMMUNICATIONS PLUS LTD,5938802,North West,02/12/2022,31/05/2024,78,18,GBP,Y,64560044,,37930529,26629515,9093479,291863,13216536,321538,24879,,13313373,-3505362,9808011,2421000,7387011,776674,1625598,2402272,16466601,10670002,2566,1727836,4066197,-2469601,,18868873,6489552,1774874,,73,4714605,,95387,95387,6584939,12283934,9977049,100,12283834,,,12283934,10658336,1145857,-2388628,-80973,,12379321,170,,12263264,,2.907577133,#DIV/0!,1.889693464
Digital&Technologies,ALAN WOOD PARTNERSHIP LIMITED,1988349,Yorkshire And The Humber,02/09/2023,31/08/2024,52,12,GBP,N,11721832,,6212761,5509071,5632714,,1936120,92850,5000,20106,1916014,-459701,1456313,1450646,5667,1646002,,1646002,5176182,2788656,,1943504,444022,,,6822184,3066416,698641,59734,1436882,871159,,615351,675085,3681767,3140417,2109766,31875,2755035,31875,321632,3140417,3140417,,,,,3755768,107,,2028970,,2.224807071,1.01,0.661674737
Digital&Technologies,ENTRUST SECURITY UK LIMITED,11673268,East Of England,01/04/2024,31/03/2025,52,12,GBP,N,67206000,57476000,16053000,51153000,16781000,,19338000,848000,,30000,19348000,-2511000,16837000,12000000,4837000,534997000,12220000,547217000,31668000,5530000,10415000,3625000,12098000,2399000,,578885000,19614000,1697000,,1388000,16529000,,8606000,8606000,28220000,550665000,12054000,1000000,518214000,31451000,,550665000,538445000,17151000,2399000,,,559271000,175,,23110000,,29.51386765,7.70,1.178240033
Digital&Technologies,LEBARA MOBILE NETHERLANDS LIMITED,14395483,London,02/01/2024,31/12/2024,52,12,GBP,N,48006220.05,,21592838.53,26413381.52,,,18576111.62,,79011.51,169790.7,20416071.27,-4066571.4,16349499.87,1681096.07,14668403.79,,,,46301588.63,847272.42,501807.17,652265.27,44300243.75,,,46301588.63,29759603.26,7283348.74,,4665041.6,17811213,,,,29759603.26,16541985,16541985.37,,16541985.37,,,16541985.37,16541985,,,,,16541985,,,20585861.96,,1.555853693,1.21,0.691738454
Digital&Technologies,PROJECT NEARSHORE LIMITED,11294575,North West,02/01/2024,31/12/2024,52,12,GBP,Y,76545961,4934491,49474033,27071928,17064550,192321,12199440,465717,48825,1473891,11282608,-2376207,8906401,6966328,1940073,603540,19130574,19734114,25487218,5634963,27587,16681574,3143094,436461,,45221332,19584069,4552493,,9840525,5191051,1111745,1142973,1142973,20727042,24494290,5903149,824,22452397,2041069,,24494290,5363716,21630241,6545551,-6109090,,25637263,463,,18993833,,2.309087657,0.13,0.969861422
Digital&Technologies,5G COMMUNICATIONS LIMITED,3513467,South East,02/10/2023,30/09/2024,52,12,GBP,Y,20851436,,9083517,11767919,5606848,654676,2442286,356425,53929,50969,2620948,-679326,1941622,2315000,-390705,1683822,4043992,5727814,5086943,759870,288074,2913434,1125565,-602691,,10814757,3857176,864065,5170,197925,2790016,88768,,334417,4186423,6628334,1229767,1549,6334394,292391,,6628334,2584342,2961787,-512147,-90544,,6957581,99,,3569027,,2.803801797,0.70,0.925295346
Digital&Technologies,BLUE YONDER TECHNOLOGY SOLUTIONS (UK) LIMITED,1870973,London,02/01/2024,31/12/2024,52,12,GBP,N,77819000,50122000,42969000,34850000,46386000,,3230000,2119000,76000,,3499000,-1176000,2323000,19000000,-16677000,12396000,2621000,15017000,25504000,17378000,,5393000,2733000,,,40521000,16615000,1970000,,1544000,13101000,,1190000,1190000,17805000,22716000,8889000,1000000,21716000,,,22716000,20095000,,,,,23906000,355,,5916000,,2.438820343,#DIV/0!,0.356063798
Digital&Technologies,DATATEAM BUSINESS MEDIA LIMITED,1771113,South East,02/01/2024,31/12/2024,52,12,GBP,N,9595648,,3504070,6091578,2995447,135468,1322006,47692,33804,126878,1228247,-320512,907735,486000,421735,5999768,2550616,8550384,7119372,1873543,39500,697812,4508517,,,15669756,5711930,608542,33083,2352895,2717410,,443048,476131,6154978,9514778,1407442,50000,9072260,,392518,9514778,6964162,,,,,9957826,83,,1706809,,2.743338241,0.13,0.298814761
Digital&Technologies,VOLARIS GROUP UK HOLDCO LTD,6483887,North West,02/01/2024,31/12/2024,52,12,GBP,N,9290788,7564897,,,592585,93393,4278767,,10025,1634872,7567349,-770986,6796363,3900000,2896363,264803787,172571,264976358,180190243,,,47459,180142784,,,445166601,209611134,22299,,200183102,9405733,,4557524,4557524,214168658,230997943,-29420891,20384829,197911372,12701742,,230997943,230825372,,,,11755881,235555467,7,,9860982,,2.12377364,0.06,0.047044171
Financial,LAZARI FINANCE LIMITED,9980657,London,01/04/2024,31/03/2025,52,12,GBP,N,48576913,,,48576913,,3494075,44208327,,21513,17250660,27075596,-6448198,20627398,13113406,7513992,,,,1072043563,217622,,18379954,6007822,,1047438165,1072043563,3757014,,,,3757014,,229303660,229303660,233060674,838982889,1068286549,11,331935238,507047640,,838982889,838982889,,,,,1068286549,4,,44326256,,285.344575,0.03,11.79826745
Financial,TYTO LEASING LIMITED,8014300,Yorkshire And The Humber,02/01/2024,31/12/2024,52,12,GBP,Y,14348922,,10074709,4274213,2938125,607083,511374,78749,27500,30898,480648,49336,529984,179375,350609,1394758,234501,1629259,2310926,207113,,1238129,865684,433656,,3940185,1758268,447648,43322,533015,734283,436930,925464,968786,2683732,1256453,552658,992,402815,699009,153637,1256453,1021952,1862692,1736331,-1302675,,2181917,40,,780013,,2.240946773,0.25,0.443625773
Financial,DIPWOOD HOLDINGS LIMITED,10599949,North East,02/01/2024,31/12/2024,52,12,GBP,Y,78986893,,74221229,4765664,3134159,138192,2112783,296663,31200,,2234572,-558709,1675863,2328800,-950937,5838199,,5838199,12087235,3119165,936447,7800615,231008,1454263,,17925434,5036425,3987370,,181440,867615,,297668,297668,5334093,12591341,7050810,6000,12585341,,,12591341,12591341,4843538,1941165,-486902,,12889009,92,,1879205,,3.559158332,#DIV/0!,0.3731228
Financial,SARACO INDUSTRIES HOLDINGS LIMITED,12821248,North West,02/01/2024,31/12/2024,52,12,GBP,Y,25263857,,21239959,4023898,3202602,107705,1685912,484429,15450,88582,1597330,-264114,1333216,111018,1222198,7974951,,7974951,10182229,4351604,3212954,1018946,1598725,-135212,,18157180,6158018,4835331,37000,,1285687,,1396718,1433718,7554736,10602444,4024211,200,8597412,,2004832,10602444,10602444,1309232,1045632,-1180844,,11999162,112,,1956227,,2.948542859,0.22,0.31767153
Financial,CLEARANCE CAPITAL LIMITED,6760235,London,02/01/2024,31/12/2024,52,12,GBP,N,12923307,12474432,,,7466856,1751524,3625106,74698,25900,25366,3760966,-943759,2817207,4593593,-1776386,952519,,952519,16115033,,,947680,15167353,-843769,,17067552,5167074,238319,,8308,4920447,,,,5167074,11900478,10947959,200000,11700478,,,11900478,11900478,-534237,-843769,,,11900478,20,,4337269,,3.303136746,1.71,0.839405242
Financial,DAMSON BIDCO 1 LIMITED,15554737,London,12/03/2024,31/12/2024,42,10,GBP,N,5212236,,,,,,4869117,,,3147419,7967631,-810035,7157596,867500,6290096,124095906,,124095906,831930,,,479198,352732,479198,,124927836,1776543,,,887508,889035,,68955207,68955207,70731750,54196086,-944613,2,6290096,47905988,,54196086,54196086,4650670,-114122088,114601286,,123151293,,,10305015,,70.32074991,0.03,5.800599817
Financial,UPLANDS RETAIL HOLDINGS LIMITED,11204379,South West,02/07/2023,30/06/2024,52,12,GBP,Y,67061175,,,,6539462,618443,3534999,199419,39950,,3922659,-1147326,2775333,3000000,-224667,1827338,8698688,10526026,24669947,15905052,,8560746,204149,2176626,,35195973,15971763,1930442,,,14041321,,121379,121379,16093142,19102831,8698184,250000,18852831,,,19102831,10404143,5892880,2176626,,,19224210,90,,4483657,,2.203637319,#DIV/0!,0.280723988
Financial,NORMAN 1985 LIMITED,9887179,North West,02/01/2024,31/12/2024,52,12,GBP,Y,11794000,,4110000,7684000,,,7415000,1976000,40000,1929000,5486000,-1912000,3574000,3063000,511000,28130000,14997000,43127000,11473000,755000,,6018000,4700000,660000,,54600000,7631000,124000,3374000,1885000,2248000,2662000,56653000,60027000,64284000,-9684000,3842000,8100000,-17784000,,,-9684000,-24681000,10626000,3875000,-3215000,,46969000,,,9514000,,7.155025554,0.05,1.246756651
Financial,EAST RENFREWSHIRE SCHOOLS (HOLDINGS) LIMITED,SC263678,Scotland,02/01/2024,31/12/2024,52,12,GBP,Y,6230000,,4599000,1631000,,,1178000,,14000,2546000,1395000,-349000,1046000,613000,433000,26307000,,26307000,18175000,1177000,,13530000,3468000,777000,,44482000,10694000,329000,,3618000,6747000,28797000,29250000,29250000,39944000,4538000,7481000,10000,4868000,-340000,,4538000,4538000,4365000,6043000,-5266000,,33788000,,,4064000,,4.159528708,0.02,0.380026183
Financial,ATCO INVESTMENTS LIMITED,15939117,Yorkshire And The Humber,01/05/2024,30/04/2025,52,12,GBP,Y,18999081,,2357649,16641432,4560877,430347,7767669,137874,72755,5011550,2874993,-762825,2112168,132000,1980168,87711069,1310384,89021453,11000466,6637213,,3362027,1001226,327317,,100021919,6575947,252462,,182156,6141329,,61836954,61836954,68412901,31609018,4424519,46590,41752376,-10189948,,31609018,30298634,13505373,1885926,-1558609,,93445972,108,,8094176,,15.21026842,0.02,1.2308761
Life_Science,TEVA LABORATORIES UK LIMITED,532832,Yorkshire And The Humber,02/01/2024,31/12/2024,52,12,GBP,N,8887000,1835000,,8887000,,,49840000,,,,54465000,-15177000,39288000,94000000,-54712000,,,,49260000,,,,49260000,,,49260000,35443000,779000,,20765000,13899000,,,,35443000,13817000,13817000,535000,13282000,,,13817000,13817000,,,,,13817000,,,54465000,,1.389837203,#DIV/0!,1.536692718
Life_Science,ESCHMANN TECHNOLOGIES LTD,11668380,South East,02/01/2024,31/12/2024,52,12,GBP,N,10757899,105291,7360501,3397398,4645724,64897,784335,43300,18800,30000,774715,-207000,567715,260000,307715,110936,1413838,1524774,3804150,1102104,1674842,450116,577088,,,5328924,3023767,378713,,,2645054,600000,600000,600000,3623767,1705157,780383,900000,805157,,,1705157,291319,,,,,2305157,112,,1000185,,1.762346107,0.33,0.330774494
Life_Science,G.R. LANE HEALTH PRODUCTS LIMITED,843899,South West,02/08/2023,31/07/2024,52,12,GBP,N,25914403,2620196,9696824,16217579,6455857,1029336,2475231,,27000,198331,2337551,-423549,1914002,1632000,282002,,,,16324407,4535040,7069330,3681499,1038538,,,16324407,10101978,1880675,841757,5821749,1557797,12025,212427,1054184,10314405,6010002,6222429,10002,6000000,,,6010002,6010002,,,,,6222429,185,,2535882,,1.615961448,0.13,0.251028264
Life_Science,BURTONS MEDICAL EQUIPMENT LIMITED,2044079,South East,02/11/2023,31/10/2024,52,12,GBP,N,21220808,2483331,15745417,5475391,5640517,,1232525,492068,17600,34536,1198299,-308124,890175,1000000,-109825,1246343,20000,1266343,6109787,2357760,2926302,409748,415977,,,7376130,3967076,860858,716443,380373,2009402,172160,,960300,4210933,3165197,2142711,100,3165097,,,3165197,3145197,,,,5034000,3409054,112,,1744903,,1.8593367,0.51,0.439846123
Life_Science,GAMA HEALTHCARE CORPORATION LIMITED,10759004,East Of England,01/04/2024,31/03/2025,52,12,GBP,Y,78872929,31600044,37556403,41316526,16397771,23546,13616520,792415,51405,1536,13746651,-885566,12861085,30000,12831085,4457283,3941725,8399008,51026977,10466223,6508860,14578380,19473514,10671981,,59425985,22422911,6461938,,,15960973,,400000,400000,22822911,36603074,28604066,100000,33039857,3792462,-329245,36603074,32661349,11545822,10671981,,,37003074,205,,15185194,,2.650235065,98.86,0.67721778
Life_Science,NUTRITION GROUP PLC,6450521,North West,01/07/2024,30/06/2025,52,12,GBP,Y,21495801,1221847,13857378,7638423,5255250,176713,2625733,858180,12250,28945,2800706,-766327,2034379,775000,1259379,14187335,348107,14535442,8590966,2998927,3404323,1829109,358607,-2844696,,23126408,4070947,1576446,301781,685960,1506760,24882,4830595,5132376,8901542,14224866,4520019,50000,14170466,4400,,14224866,13876759,4309468,-6412607,3567911,,19055461,135,,3897779,,5.68084232,1.35,0.957462477
Life_Science,MEDSTROM LTD,5709304,East Midlands,01/01/2023,31/12/2023,52,12,GBP,N,30193764,1508417,19224511,10969253,12580032,516722,3034559,2555766,40150,661597,2378787,-71247,2307540,1017500,1290040,10803881,806393,11610274,14996144,6343880,6314498,403595,1934171,,,26606418,12460671,2765063,,4883307,4812301,4561953,5489771,5489771,17950442,8655976,2535473,1000,8654976,,,8655976,7849583,,,,,14145747,328,,5782819,,2.135231562,0.09,0.464085682
Life_Science,INTEGRATED TECHNOLOGIES LIMITED,1300238,South East,02/10/2023,30/09/2024,52,12,GBP,N,20093121,2739000,13739347,6353774,5493040,367181,3206776,222130,,1347,3227378,-733878,2493500,3500000,-1006500,1490895,,1490895,10893729,4756261,4417485,768326,951657,,,12384624,3916565,699737,9925,,3206903,,266736,276661,4183301,8201323,6977164,300668,5419672,2480983,,8201323,8201323,,,,,8468059,113,,3450855,,3.16211374,25.62,0.881092233
Life_Science,STARKSTROM LIMITED,1013256,London,02/07/2023,30/06/2024,52,12,GBP,N,13538508,227995,7983484,5555024,3914669,187752,1882853,85855,11385,,1882853,-431066,1451787,2000000,-548213,355994,,355994,10777100,1981045,3918272,171245,4706538,-583466,,11133094,4922205,1594706,,74748,3252751,41486,56480,56480,4978685,6154409,5854895,35199,6060254,58956,,6154409,6154409,1491947,-583466,,,6210889,67,,1537642,,2.261810307,#DIV/0!,0.312388858
Life_Science,IVOR SHAW LIMITED,755641,East Midlands,01/04/2024,31/03/2025,52,12,GBP,N,21695462,9084962,14911677,6783785,6657520,437588,61962,142862,27500,5929,145197,-78185,67012,500000,-432988,1153511,57572,1211083,8341242,2313988,3668515,2028858,329881,,,9552325,4882496,1012620,,28881,3840995,95156,311156,311156,5193652,4358673,3458746,8004,4350669,,,4358673,4301101,,,,,4669829,177,,293988,,1.956442975,0.50,0.060212645
Professional_Business,K2 CORPORATE MOBILITY LIMITED,4467780,South East,02/01/2024,31/12/2024,52,12,GBP,N,45128490,15511910,31501470,13627020,6518008,926290,376389,208912,91169,13395,507501,145667,653168,1500000,-846832,1360509,3032432,4392941,39078571,9677186,784781,4671716,23944888,,,43471512,37130323,4753406,,23300162,9076755,,83224,83224,37213547,6257965,1948248,90,6257865,10,,6257965,3225533,,,,,6341189,99,,2870831,,1.170781951,2.14,0.077317695
Professional_Business,2 HEADS GLOBAL DESIGN LIMITED,2004364,South East,02/08/2023,31/07/2024,52,12,GBP,N,26397145,19345720,16469843,9927302,4851077,,2388419,71057,36353,23621,2382027,-482500,1899527,285750,1613777,2944207,,2944207,14219990,3504979,2630984,4252462,3831565,,,17164197,12475015,1858849,185625,4838372,5592169,,11105,196730,12486120,4678077,1744975,11470,4645571,21036,,4678077,4678077,,,,,4689182,80,,2479911,,1.375885881,1.05,0.198790222
Professional_Business,GROUNDWATER LIFT TRUCKS LIMITED,SC184382,,02/08/2023,31/07/2024,52,12,GBP,N,17641813,386525,13403179,4238634,3058884,64481,1979857,2463408,21500,840984,1206192,-375500,830692,100000,730692,28782670,,28782670,9263497,2004092,5521625,1345291,139653,847737,252836,38046167,7916098,1744841,58113,4442345,1670799,7884432,11802069,11860182,19718167,18328000,1347399,400,18327600,,,18328000,18328000,4635411,4616939,-3769202,,30130069,68,,4141205,,4.806176856,0.05,0.523137157
Professional_Business,MEDIA AGENCY GROUP LIMITED,7022358,London,01/03/2024,28/02/2025,52,12,GBP,N,16298914,1835244,12342609,3956305,2074713,58825,212236,21784,32500,,267702,-85620,182082,10820974,-10638892,231876,,231876,5324420,1088261,,1143790,3092369,-1081138,,5556296,4366052,834178,,,3531874,,55652,55652,4421704,1134592,958368,103,1134489,,,1134592,1134592,9045001,-1081138,,,1190244,26,,460549,,1.272613336,#DIV/0!,0.105484085
Professional_Business,BRINOR (HOLDINGS) LIMITED,1758831,East Of England,02/05/2023,30/04/2024,52,12,GBP,Y,14219487,3047177,12195341,2024146,3035353,12651,120368,248242,14865,4885,258584,-75976,182608,31000,151608,1811612,,1811612,7077188,2063469,,4420123,593596,653692,,8888800,2661832,1909205,,47722,704905,32670,233898,233898,2895730,5993070,4415356,189000,5782508,,21562,5993070,5993070,929058,779529,-125837,90000,6226968,78,,544974,,3.339354249,1.12,0.204736437
Professional_Business,AHR GROUP LIMITED,4364250,North West,01/01/2024,31/03/2025,65,15,GBP,Y,41332374,163733,21919242,19413132,14572223,,5651156,323062,35940,82573,5705756,-1095434,4610322,49100000,-44489678,335133,142979,478112,14740371,9302491,,3920945,1516935,-1737980,,15218483,11813585,1724364,,3905344,6183877,102292,1505845,1505845,13319430,1899053,2926786,104445,1794608,,,1899053,1756074,4570624,-1633836,-104144,,3404898,225,,6270540,,1.28821886,0.76,0.530790611
Professional_Business,SHERBORNE HOLDINGS LIMITED,6307541,South West,01/04/2024,31/03/2025,52,12,GBP,Y,81695968,6980431,48604264,33091704,17512068,545931,4090938,2803444,67925,320641,4099005,-1118942,2980063,2285891,694172,60586371,2924120,63510491,39107945,7467695,19163876,7925840,4550534,1473529,,102618436,20792643,8496401,2091524,,10204718,1204700,4907845,6999369,25700488,76917948,18315302,2689284,73983933,,244731,76917948,73993828,11173353,1473529,,357377,81825793,458,,8313086,,4.935324288,0.26,0.399809009
Professional_Business,BI WORLDWIDE HOLDINGS LIMITED,4229385,South East,01/07/2024,30/06/2025,52,12,GBP,Y,76705780,35369181,60908190,15797590,10382685,803085,673916,405599,62500,3455,2071805,-502719,1569086,1387500,181586,4245396,,4245396,74864805,6876866,173036,39724600,14198956,8865033,13891347,79110201,63209432,3681268,,3814748,55713416,,,,63209432,15900769,11655373,100,14868598,,1032071,15900769,15900769,9040047,8865033,,,15900769,143,,2512693,,1.251556904,7.27,0.039751868
Professional_Business,CASPIAN ONE LIMITED,5018700,South West,01/04/2024,31/03/2025,52,12,GBP,Y,37903423,6355361,29572049,8331374,5496341,209950,562049,254070,20450,51896,543592,-151575,392017,582000,-189983,1072834,3026338,4099172,6977145,3181320,,1782473,2013352,-1115856,,11076317,5923987,1814084,43391,309966,3756546,284366,500693,544084,6424680,4651637,1053158,1101,4650536,,,4651637,1625299,2520302,-1047464,-68392,,5152330,62,,767985,,1.869740261,0.15,0.129639886
Professional_Business,ROBERT WELCH DESIGNS LIMITED,689103,South West,01/05/2024,30/04/2025,52,12,GBP,N,23044498,11515828,13080539,9963959,3573510,541706,4247299,40955,18350,25606,4410809,-996937,3413872,2270000,1143872,1122999,,1122999,20402252,2379065,8478796,8697413,846978,1531911,,21525251,5730866,1891352,,,3839514,,,152232,5883098,15642153,14671386,7500,15634628,25,,15642153,15642153,3260308,1531911,,,15794385,76,,4320506,,3.756020643,1.69,0.753901068
Real_Estate,RTS TEXTILES LTD,517930,North West,02/01/2024,31/12/2024,52,12,GBP,N,59549000,22665000,53932000,5617000,7432000,48000,-411000,538000,,426000,-188000,661000,473000,,473000,6354000,,6354000,58601000,12209000,18856000,,26209000,,1327000,64955000,43341000,14312000,,19007000,10022000,,,,43341000,21614000,15260000,,21614000,,,21614000,21614000,,,,,21614000,177,,2098000,,1.498696384,0.05,0.04840682
Real_Estate,RFE EUROPA LIMITED,7162852,South East,02/07/2023,30/06/2024,52,12,GBP,N,15600557,7437291,13203683,2396874,2113645,160000,956312,,8100,150572,805740,-224914,580826,,580826,,,,6281908,2464169,94739,1241854,2481146,,,6281908,7020259,3392177,,3453389,174693,,,,7020259,-738351,-738351,100,-738451,,,-738351,-738351,,,,,-738351,31,,956312,,0.894825675,0.06,0.136221755
Real_Estate,THE MOUNTAIN BOOT COMPANY LIMITED,2887906,North East,02/07/2023,30/06/2024,52,12,GBP,N,19907480,211101,15777113,4130367,1689417,218324,717004,88563,11780,333056,383948,-100527,283421,276000,7421,720332,,720332,10092297,2201389,5562378,1173352,1155178,1645837,,10812629,6095570,1120344,3902454,,1072772,,474189,4376643,6569759,4242870,3996727,383000,3999920,-140050,,4242870,4242870,2732140,2133562,-487725,,4717059,42,,755025,,1.773850354,0.02,0.123864544
Real_Estate,CARMEL CLOTHING LIMITED,3613529,London,02/01/2024,31/12/2024,52,12,GBP,Y,63854694.62,33746466.08,54129963.23,9724731.39,7758614.94,3530754.05,-827169.86,88125.75,60024,1433437.87,-2512097.83,26571.87,-2485525.96,450180.07,-2935706.03,7074868,779737.39,7854605.34,36897976.44,11551160.71,23931814.22,629245.94,785755.55,-7087.33,,44752581.78,34467662.06,17865649.75,586617,,16015395,,,586617,34467662.06,10284920,2430314.38,2048169.26,8236750.45,,,10284919.71,9505182,3372800.12,578639,-585727.04,,10284920,151,,-880064.34,,1.298393309,-0.01,-0.025533044
Real_Estate,"W.F.B. BAIRD & CO., LIMITED",NI00R764,Northern Ireland,02/04/2023,31/03/2024,52,12,GBP,N,10829428,8842045,7243725,3585703,,,2066907,54414,,46680,2020227,-402819,1617408,,1617408,5988440,,5988440,17323698,1550270,5093543,1598882,9081003,,,23312138,2575531,1048591,,,1526940,,,,2575531,20736607,14748167,42000,16749058,3945549,,20736607,20736607,,,,,20736607,2,,2121321,,9.051390956,0.45,0.823644134
Real_Estate,PENTHOUSE CARPETS LIMITED,1059087,North West,02/07/2023,30/06/2024,52,12,GBP,N,14220054,188656,10966164,3253890,2861043,293263,87094,283511,11650,1278,129707,-44031,85676,,85676,5282762,,5282762,7992191,1272565,4497238,1926523,295865,,,13274953,2242457,1294851,,118325,829281,,1047494,1047494,3289951,9985002,5749734,200127,7218042,18894,2547939,9985002,9985002,,,,,11032496,73,,414496,,5.919824996,3.24,0.184840111
Real_Estate,CONTAINERLIFT SERVICES LIMITED,2361315,East Of England,02/01/2024,31/12/2024,52,12,GBP,N,12953181,16445,9957794,2995387,3489253,166949,506302,646187,23225,227650,278652,-125737,152915,,152915,5383101,,5383101,4360834,1359611,102690,238494,2660039,282648,,9743935,4474748,954461,639251,2266095,614941,1583876,,3361482,7196979,2546956,-113914,9804,2198505,233256,105391,2546956,2546956,1510858,1217986,-935338,,5269187,69,,1043479,,2.177538266,0.05,0.233192797
Real_Estate,RENFOLD LIMITED,7426973,London,01/04/2024,31/03/2025,52,12,GBP,N,22841737,3769002,9781715,13060022,1952753,335650,2260836,64508,19500,247210,2013626,-518729,1494897,180000,1314897,187200,175527,362727,6481554,1977347,2916288,1084200,503719,1164431,,6844281,4038587,1780673,262825,662431,1332658,,281670,544495,4320257,2524024,2442967,105,2523919,,,2524024,2348497,1617424,1186185,-21754,,2805694,32,,1915909,,1.694721694,0.08,0.474400824
Real_Estate,CAMIRA TRANSPORT FABRICS LIMITED,6372802,Yorkshire And The Humber,31/12/2023,29/12/2024,52,12,GBP,N,20193839,15125704,18097359,2096480,658494,,15892,175753,45000,8716,7176,-2153,5023,,5023,993911,,993911,16672149,1226276,2743240,180157,12522476,,,17666060,10884541,768816,,9613574,502151,,229247,229247,11113788,6552272,5787608,1,6552271,,,6552272,6552272,,,,33801251,6781519,15,,191645,,1.623041339,0.22,0.017607081
Real_Estate,ROMO LIMITED,385709,East Midlands,02/01/2024,31/12/2024,52,12,GBP,N,59683000,35979000,35591000,24092000,20147000,2532000,1527000,1639000,66000,242000,7033000,-323000,6710000,3000000,3710000,21795000,,21795000,41099000,3354000,20190000,859000,16696000,,,62894000,6518000,3221000,,467000,2830000,10000,3889000,3889000,10407000,52487000,34581000,13000,52466000,8000,,52487000,52487000,,,,,56376000,368,,8914000,,9.64927892,0.37,1.367597423
Retail,BROOK TAVERNER LIMITED,450639,Yorkshire And The Humber,02/01/2024,31/12/2024,52,12,GBP,Y,52681281,8768889,27920746,24760535,9440312,1509058,7657329,1018167,23400,72122,7621804,-1938064,5683740,450000,5233740,7163992,,7163992,18786300,3771400,11775617,1890281,1349002,,,25950292,5729406,2399132,,90423,3239851,,,321897,6051303,19898989,13056894,30120,19868869,,,19898989,19898989,,,,,20220886,225,,8712093,,4.529316303,1.21,1.520592711
Retail,MARTIN MOORE LTD.,3958298,North West,02/04/2023,31/03/2024,52,12,GBP,N,10714760,308707,6653512,4061248,2539585,129601,136965,174931,9450,47053,116721,-35512,81209,30000,51209,1842715,,1842715,3662417,450270,357825,912349,1941973,,,5505132,3395154,441104,240000,34862,2679188,,635460,875460,4030614,1474518,267263,100,1474418,,,1474518,1474518,,,,,2109978,46,,338705,,1.621467539,0.07,0.099761307
Retail,FIX247 LIMITED,6986857,South West,02/02/2024,31/01/2025,52,12,GBP,N,11515028,744,7400707,4114321,1522069,36000,1933238,138608,8000,,1956401,-493156,1463245,860400,602845,2444674,,2444674,4906638,1914630,900332,1641097,450579,465047,,7351312,1408393,829855,,,578538,,106915,106915,1515308,5836004,3498245,100,5811914,23990,,5836004,5836004,1902818,465047,,,5942919,34,,2146990,,5.219645369,#DIV/0!,1.524425356
Retail,WELLER PACKAGING LTD,1206702,West Midlands,02/01/2024,31/12/2024,52,12,GBP,N,15225435,379909,10302564,4922871,1574154,240111,2067307,120375,12350,182225,1999887,-518969,1480918,2800000,-1319082,1137750,449,1138199,11557070,2384107,4457722,1296138,3419103,,,12695269,3094099,593781,60000,1812446,627872,,1053000,1113000,4147099,8548170,8462971,25000,8523170,,,8548170,8547721,,,,,9601170,37,,2302929,,4.103058435,0.13,0.744297128
Retail,PSA PARTS LIMITED,3544196,London,02/06/2023,31/05/2024,52,12,GBP,N,27304240,8921770,20963553,6340687,2311108,391618,1073196,44346,15000,5015,1102090,-274797,827293,601020,226273,139770,,139770,9021898,3000371,3228515,2350088,442924,,,9161668,2960079,1789615,,239815,930649,,,,2960079,6201589,6061819,810,6200589,190,,6201589,6201589,,,,,6201589,47,,1151451,,3.095075503,2.30,0.388993334
Retail,CHARLES JACKSON & CO. LIMITED,1888633,East Midlands,01/06/2024,31/05/2025,52,12,GBP,N,38154223,7406724,30731198,7423025,2124421,375221,1981133,849966,12000,335076,1646057,-700605,945452,1200000,-254548,9629132,,9629132,10958779,6418121,3237080,177434,1126144,-162281,,20587911,10013550,3429278,166500,5386942,1030830,593593,3679289,3845789,13692839,6895072,945229,265000,6630072,,,6895072,6895072,1960647,-529349,367068,,10574361,43,,2130494,,2.056005213,0.06,0.212761109
Retail,FAI AUTOMOTIVE LIMITED,953723,East Of England,02/07/2023,30/06/2024,52,12,GBP,N,34076409,16502215,21721692,12354717,4662860,886028,5101147,139172,50358,10252,5233588,-1254715,3978873,4336443,-357570,,,,21658695,,,91300,21567395,-4889656,,21658695,759318,417540,,,341778,,,,759318,20899377,20899377,53334,20298086,547957,,20899377,20899377,86087,-4889656,,,20899377,99,,5500322,,28.52387932,5.37,7.243766116
